//airport.gat,125,14,0,warp,ein041,1,1,airport.gat,19,20
//airport,161,13,0	warp	ein_ap04	1,1,airport,47,21

//Alberta City
gon_dun02,76,100,0	warp	gon_dun3-12	1,1,gon_dun02,145,62
gon_dun02,63,66,0	warp	gon_dun3-14	1,1,gon_dun02,203,94
gon_dun02,86,44,0	warp	gon_dun3-15	1,1,gon_dun02,145,233
gon_dun02,168,92,0	warp	gon_dun3-16	1,1,gon_dun02,273,76
gon_dun02,145,66,0	warp	gon_dun3-17	1,1,gon_dun02,199,20
gon_dun02,235,138,0	warp	gon_dun3-18	1,1,gon_dun02,168,189
gon_dun02,199,94,0	warp	gon_dun3-19	1,1,gon_dun02,60,70
gon_dun02,276,76,0	warp	gon_dun3-20	1,1,gon_dun02,163,87
gon_dun02,196,20,0	warp	gon_dun3-21	1,1,gon_dun02,95,190
gon_dun02,251,268,0	warp	gon_dun4-1	1,1,gon_dun03,68,9
gon_dun03,68,6,0	warp	gon_dun4-2	1,1,gon_dun02,251,265

ice_dun01,157,10,0	warp	ice001	1,1,ra_fild01,233,327
ice_dun01,146,161,0	warp	ice002	1,1,ice_dun02,151,139
ice_dun02,151,145,0	warp	ice003	1,1,ice_dun01,146,157
ice_dun02,150,285,0	warp	ice004	1,1,ice_dun03,149,24
ice_dun03,149,19,0	warp	ice005	1,1,ice_dun02,150,280
//Additional Warp (4th floor -> 3rd)
ice_dun04,33,140,0	warp	ice006	1,1,ice_dun03,149,130

//= Morroc Sphinx ============================================
in_sphinx1,288,6,0	warp	sphx001	5,1,moc_fild19,100,99
in_sphinx1,80,191,0	warp	sphx01	2,1,in_sphinx2,149,81
in_sphinx2,149,77,0	warp	sphx01-1	3,2,in_sphinx1,80,189
in_sphinx2,276,272,0	warp	sphx02	1,3,in_sphinx3,210,54
in_sphinx3,210,57,0	warp	sphx02-1	4,1,in_sphinx2,274,272
in_sphinx3,35,227,0	warp	sphx03	2,4,in_sphinx3,62,227
in_sphinx3,60,227,0	warp	sphx03-1	1,4,in_sphinx3,32,227
in_sphinx3,70,111,0	warp	sphx04	1,1,in_sphinx3,70,81
in_sphinx3,70,83,0	warp	sphx04-1	4,1,in_sphinx3,70,113
in_sphinx3,12,69,0	warp	sphx05	4,1,in_sphinx4,10,222
in_sphinx4,10,224,0	warp	sphx05-1	2,1,in_sphinx3,12,71
in_sphinx4,120,113,0	warp	sphx06	4,2,in_sphinx5,100,99
in_sphinx5,100,96,0	warp	sphx06-1	4,2,in_sphinx4,120,116
in_sphinx5,11,16,0	warp	sphx07	3,1,in_sphinx5,189,181
in_sphinx5,11,183,0	warp	sphx07-1	3,1,in_sphinx5,11,18
in_sphinx5,189,16,0	warp	sphx08-1	3,1,in_sphinx5,11,181
in_sphinx5,16,188,0	warp	sphx08-2	1,3,in_sphinx5,181,188
in_sphinx5,16,10,0	warp	sphx08-3	1,3,in_sphinx5,181,10
in_sphinx5,183,10,0	warp	sphx08-4	1,3,in_sphinx5,18,188
in_sphinx5,183,188,0	warp	sphx08-5	1,3,in_sphinx5,18,10
in_sphinx5,189,183,0	warp	sphx08-6	3,1,in_sphinx5,189,18

//= Bibilyn Island ===========================================
izlu2dun,108,83,0	warp	izd01	3,2,iz_dun00,168,168

//= Undersea Cave ============================================
iz_dun00,168,173,0	warp	izd01-1	3,3,izlu2dun,108,88
iz_dun00,352,342,0	warp	izd02	5,2,iz_dun01,253,252
iz_dun00,39,41,0	warp	izd03	5,2,iz_dun01,41,37
iz_dun01,118,170,0	warp	izd04	5,2,iz_dun02,236,204
iz_dun01,253,258,0	warp	izd02-1	2,2,iz_dun00,352,337
iz_dun01,41,32,0	warp	izd03-1	2,2,iz_dun00,39,46
iz_dun02,236,198,0	warp	izd04-1	5,3,iz_dun01,118,165
iz_dun02,339,331,0	warp	izd05	2,2,iz_dun03,32,63
iz_dun03,264,245,0	warp	izd06	1,2,iz_dun04,26,27
iz_dun03,29,63,0	warp	izd05-1	2,2,iz_dun02,339,328
iz_dun04,26,24,0	warp	izd06-1	2,2,iz_dun03,261,245

yuno_fild07,207,175,0	warp	jupwrp01	1,1,jupe_cave,143,52
jupe_cave,148,52,0	warp	jupwrp02	1,1,yuno_fild07,212,175
jupe_cave,26,52,0	warp	jupwrp03	1,1,juperos_01,53,247
juperos_01,50,250,0	warp	jupwrp04	1,1,jupe_cave,29,52

jupe_gate,28,145,0	warp	gate#left1	2,4,jupe_area1,100,222
jupe_area1,103,222,0	warp	gate#left2	2,4,jupe_gate,31,145
jupe_gate,71,145,0	warp	gate#right1	2,4,jupe_area2,63,222
jupe_area2,60,222,0	warp	gate#right2	2,4,jupe_gate,68,145
jupe_gate,49,55,0	warp	gate#ele	4,2,jupe_ele_r,49,30

//= Kiel Dungeon =============================================
kh_dun01,3,234,0	warp	kh_dun_00	1,1,yuno_fild08,74,174

//Factory Restricted Area Exit
kh_dun01,232,226,0	warp	kh_dun_01	1,1,kh_dun01,13,12

//Factory side warps
kh_dun01,63,7,0	warp	kh_dun_02	1,1,kh_dun01,227,176
kh_dun01,232,176,0	warp	kh_dun_03	1,1,kh_dun01,63,12

//Second Floor -> First floor Random warp

lhz_dun01,149,291,0	warp	lhz_dun1-1	1,1,lhz_in01,19,129
lhz_dun01,281,150,0	warp	lhz_dun2-1	1,1,lhz_dun02,282,153
lhz_dun02,282,161,0	warp	lhz_dun2-2	1,1,lhz_dun01,281,154
lhz_dun01,149,9,0	warp	lhz_dun3-1	1,1,lhz_dun02,153,19
lhz_dun02,146,19,0	warp	lhz_dun3-2	1,1,lhz_dun01,144,9
lhz_dun01,18,145,0	warp	lhz_dun4-1	1,1,lhz_dun02,17,150
lhz_dun02,17,156,0	warp	lhz_dun4-2	1,1,lhz_dun01,18,150
lhz_dun03,139,137,0	warp	lhz_dun5-2	1,1,lhz_dun02,149,142

//--------------------------Sewer Pipe--------------------------

//--------------------------Warp--------------------------

//Cube room <-> Organism test laboratory level 2
lhz_cube,231,96,0	warp	lhzcube1	1,1,lhz_dun02,220,6
lhz_dun02,224,6,0	warp	lhzcube2	1,1,lhz_cube,231,90

//Cube room -> Lighthalzen
lhz_cube,231,12,0	warp	lhzcube3	1,1,lighthalzen,310,302
lhz_cube,177,96,0	warp	lhzcube4	1,1,lighthalzen,310,302

//----------------- Cube Room Maze ---------------------------
// -1 are warps facing east.
// -2 the warps facing south.
// -3 are warps facing west.
// -4 are warps facing north.
//----------------- Room 66 74 -------------------------------
lhz_cube,66,67,0	warp	cubew01-2	2,2,lhz_cube,10,18
//----------------- Room 66 136 ------------------------------
lhz_cube,74,136,0	warp	cubew02-1	2,2,lhz_cube,10,193
//----------------- Room 67 193 ------------------------------
lhz_cube,67,200,0	warp	cubew03-4	2,2,lhz_cube,10,136
//----------------- Room 66 18 -------------------------------
lhz_cube,66,11,0	warp	cubew04-2	2,2,lhz_cube,10,18
lhz_cube,66,26,0	warp	cubew04-4	2,2,lhz_cube,123,18
//----------------- Room 66 18 -------------------------------
lhz_cube,18,18,0	warp	cubew05-1	2,2,lhz_cube,10,193
lhz_cube,10,11,0	warp	cubew05-2	2,2,lhz_cube,123,18
//----------------- Room 10 74 -------------------------------
lhz_cube,10,67,0	warp	cubew06-2	2,2,lhz_cube,123,18
lhz_cube,3,74,0	warp	cubew06-3	2,2,lhz_cube,66,18
//----------------- Room 10 136 ------------------------------
lhz_cube,18,136,0	warp	cubew07-1	2,2,lhz_cube,10,74
//----------------- Room 10 193 ------------------------------
lhz_cube,3,192,0	warp	cubew08-3	2,2,lhz_cube,10,74
lhz_cube,10,200,0	warp	cubew08-4	2,2,lhz_cube,66,18
//----------------- Room 123 18 ------------------------------
lhz_cube,115,18,0	warp	cubew09-3	2,2,lhz_cube,248,184

louyang,37,271,0	warp	lou_dun1-1	1,1,lou_dun01,218,195
lou_dun01,221,195,0	warp	lou_dun1-2	1,1,louyang,40,273
lou_dun01,40,201,0	warp	lou_dun2-1	1,1,lou_dun02,285,18
lou_dun02,288,18,0	warp	lou_dun2-2	1,1,lou_dun01,38,203
lou_dun02,165,269,0	warp	lou_dun3-1	1,1,lou_dun03,165,38
lou_dun03,165,35,0	warp	lou_dun3-2	1,1,lou_dun02,165,266

//= Magma Dungeon ============================================
mag_dun01,126,66,0	warp	mag01-yunfild	1,1,yuno_fild03,34,139
mag_dun01,242,241,0	warp	mag01-02	1,1,mag_dun02,47,30
mag_dun02,47,28,0	warp	mag02-01	1,1,mag_dun01,242,239

//= Coal Mine ================================================
mjo_dun01,14,283,0	warp	mjod01	2,4,mjo_dun02,381,343
mjo_dun01,52,14,0	warp	mjod001	4,2,mjolnir_02,79,363
mjo_dun02,31,21,0	warp	mjod02	1,1,mjo_dun03,302,262
mjo_dun02,384,343,0	warp	mjod01-1	2,4,mjo_dun01,17,283
mjo_dun02,39,21,0	warp	mjod03	1,1,mjo_dun03,308,262
mjo_dun03,302,264,0	warp	mjod02-1	1,1,mjo_dun02,31,23
mjo_dun03,308,264,0	warp	mjod03-1	1,1,mjo_dun02,39,23

//= Morroc Pyramid ===========================================
moc_pryd01,10,195,0	warp	mocp01	5,2,moc_pryd02,10,192
moc_pryd01,195,9,0	warp	mocp001	2,5,moc_ruins,60,161
moc_pryd01,90,109,0	warp	mocp02	1,2,moc_prydb1,100,185
moc_pryd02,10,195,0	warp	mocp01-1	5,2,moc_pryd01,10,192
moc_pryd02,100,99,0	warp	mocp03	3,2,moc_pryd03,100,92
moc_pryd03,100,97,0	warp	mocp03-1	3,2,moc_pryd02,100,92
moc_pryd03,12,15,0	warp	mocp04	3,2,moc_pryd04,12,18
moc_pryd03,15,187,0	warp	mocp05	2,3,moc_pryd04,18,187
moc_pryd03,184,11,0	warp	mocp06	2,3,moc_pryd04,181,11
moc_pryd03,188,184,0	warp	mocp07	3,2,moc_pryd04,188,181
moc_pryd04,12,15,0	warp	mocp04-1	3,2,moc_pryd03,12,18
moc_pryd04,15,187,0	warp	mocp05-1	2,3,moc_pryd03,18,187
moc_pryd04,184,11,0	warp	mocp06-1	2,3,moc_pryd03,181,11
moc_pryd04,188,184,0	warp	mocp07-1	3,2,moc_pryd03,188,181
moc_pryd05,223,9,0	warp	mocp08	2,2,moc_pryd06,192,10
moc_pryd05,94,98,0	warp	mocp09	2,1,moc_prydb1,100,57
moc_pryd06,197,10,0	warp	mocp08-1	2,3,moc_pryd05,220,9
moc_prydb1,100,104,0	warp	mocp10	5,2,moc_prydb1,100,74
moc_prydb1,100,191,0	warp	moco02-1	2,2,moc_pryd01,90,105
moc_prydb1,100,55,0	warp	mocp09-1	2,1,moc_pryd05,94,96
moc_prydb1,100,77,0	warp	mocp10-1	5,2,moc_prydb1,100,107
moc_prydb1,111,115,0	warp	mocp11	2,6,moc_prydb1,145,115
moc_prydb1,142,115,0	warp	mocp11-1	2,6,moc_prydb1,108,115
moc_prydb1,59,115,0	warp	mocp12	2,6,moc_prydb1,90,115
moc_prydb1,87,115,0	warp	mocp12-1	2,6,moc_prydb1,56,115

mosk_fild02,190,256,0	warp	moskwarp4001	1,1,mosk_dun01,190,46
mosk_dun01,190,43,0	warp	moskwarp4002	1,1,mosk_fild02,190,253

mosk_dun01,200,272,0	warp	moskwarp4003	1,1,mosk_dun02,163,31
mosk_dun02,165,28,0	warp	moskwarp4004	1,1,mosk_dun01,200,269

mosk_dun02,266,117,0	warp	moskwarp4005	1,1,mosk_dun03,33,136
mosk_dun03,30,133,0	warp	moskwarp4006	1,1,mosk_dun02,263,118

odin_tem01,378,182,0	warp	odin01	1,1,odin_tem02,28,180
odin_tem02,21,180,0	warp	odin02	1,1,odin_tem01,373,182
odin_tem01,383,334,0	warp	odin03	1,1,odin_tem02,27,334
odin_tem02,21,334,0	warp	odin04	1,1,odin_tem01,379,334
odin_tem02,153,349,0	warp	odin05	1,1,odin_tem03,120,54
odin_tem03,121,49,0	warp	odin06	1,1,odin_tem02,154,345
odin_tem02,261,377,0	warp	odin07	1,1,odin_tem03,247,40
odin_tem03,247,34,0	warp	odin08	1,1,odin_tem02,263,372

//= Orc Dungeon ==============================================
in_orcs01,108,86,0	warp	orc001	3,2,gef_fild10,223,203
in_orcs01,124,171,0	warp	orc002	1,3,gef_fild10,138,329
in_orcs01,162,55,0	warp	orc003	4,1,gef_fild10,214,53
in_orcs01,29,116,0	warp	orc004	4,1,gef_fild10,137,286
in_orcs01,30,154,0	warp	orc005	3,2,gef_fild10,65,335
in_orcs01,30,182,0	warp	orc01	2,1,orcsdun01,32,170
orcsdun01,32,172,0	warp	orc01-1	3,1,in_orcs01,30,180
in_orcs01,108,114,0	warp	orc02	2,1,orcsdun02,180,17
orcsdun02,180,15,0	warp	orc02-1	2,1,in_orcs01,108,112
orcsdun01,183,8,0	warp	orc03	4,2,orcsdun02,21,185
orcsdun02,21,188,0	warp	orc03-1	8,2,orcsdun01,183,11

//= Payon Cave ===============================================
pay_dun00,184,33,0	warp	payd01	2,7,pay_dun01,19,33
pay_dun00,21,186,0	warp	pay005	2,2,pay_arche,39,131
pay_dun01,15,33,0	warp	payd01-1	2,6,pay_dun00,181,33
pay_dun01,286,25,0	warp	payd02	2,7,pay_dun02,19,63
pay_dun02,137,128,0	warp	payd03	4,1,pay_dun03,155,159
pay_dun02,16,63,0	warp	payd02-1	2,7,pay_dun01,283,28
pay_dun03,155,161,0	warp	payd03-1	2,1,pay_dun02,137,126
pay_dun04,191,41,0	warp	payd04-2	1,1,pay_dun03,124,62
pay_dun04,202,206,0	warp	payd04-3	1,1,pay_dun03,124,62
pay_dun04,32,204,0	warp	payd04-4	2,1,pay_dun03,124,62
pay_dun04,40,37,0	warp	payd04-1	2,2,pay_dun03,124,62

//= Hidden Temple ============================================
// ----- (1st Floor No.03)(1st Floor No.16)(1st Floor No.20)
// 1st Floor No.01 -------------------------------------------------------------
prt_maze01,22,194,0	warp	mazewarp5101	1,1,prt_maze01,16,31	/*To No.1-21*/
prt_maze01,5,186,0	warp	mazewarp5102	1,1,prt_maze01,182,88	/*To No.1-15*/
// 1st Floor No.02
prt_maze01,58,194,0	warp	mazewarp5103	1,1,prt_maze01,23,128	/*To No.1-6*/
// 1st Floor No.03
prt_maze01,102,165,0	warp	mazewarp5104	1,1,prt_maze01,99,31	/*To No.1-23*/
prt_maze01,85,174,0	warp	mazewarp5105	1,1,prt_maze02,93,20
// 1st Floor No.04
prt_maze01,154,181,0	warp	mazewarp5106	1,1,prt_maze01,191,175	/*To No.1-5*/
prt_maze01,125,171,0	warp	mazewarp5107	1,1,prt_maze01,8,186	/*To No.1-1*/
// 1st Floor No.05
prt_maze01,175,165,0	warp	mazewarp5108	1,1,prt_maze01,48,104	/*To No.1-12*/
prt_maze01,194,175,0	warp	mazewarp5109	1,1,prt_maze01,23,128	/*To No.1-6*/
// 1st Floor No.06
prt_maze01,18,154,0	warp	mazewarp5110	1,1,prt_maze01,177,71	/*To No.1-20*/
prt_maze01,23,125,0	warp	mazewarp5111	1,1,prt_maze01,151,22	/*To No.1-24*/
prt_maze01,5,140,0	warp	mazewarp5112	1,1,prt_maze01,58,48	/*To No.1-17*/
// 1st Floor No.07
prt_maze01,54,154,0	warp	mazewarp5113	1,1,prt_maze01,191,175	/*To No.1-5*/
prt_maze01,63,125,0	warp	mazewarp5114	1,1,prt_maze01,182,88	/*To No.1-15*/
// 1st Floor No.08
prt_maze01,98,154,0	warp	mazewarp5115	1,1,prt_maze01,102,168	/*To No.1-3*/
prt_maze01,114,145,0	warp	mazewarp5116	1,1,prt_maze01,23,128	/*To No.1-6*/
prt_maze01,85,146,0	warp	mazewarp5117	1,1,prt_maze01,142,111	/*To No.1-14*/
// 1st Floor No.09
prt_maze01,137,125,0	warp	mazewarp5118	1,1,prt_maze01,191,139	/*To No.1-10*/
prt_maze01,154,134,0	warp	mazewarp5119	1,1,prt_maze01,58,191	/*To No.1-2*/
// 1st Floor No.10
prt_maze01,194,139,0	warp	mazewarp5120	1,1,prt_maze01,22,88	/*To No.1-11*/
prt_maze01,166,139,0	warp	mazewarp5121	1,1,prt_maze01,128,173	/*To No.1-4*/
// 1st Floor No.11
prt_maze01,17,114,0	warp	mazewarp5122	1,1,prt_maze01,8,186	/*To No.1-1*/
prt_maze01,22,85,0	warp	mazewarp5123	1,1,prt_maze01,137,128	/*To No.1-9*/
// 1st Floor No.12
prt_maze01,63,114,0	warp	mazewarp5124	1,1,prt_maze01,111,56	/*To No.1-18*/
prt_maze01,63,85,0	warp	mazewarp5125	1,1,prt_maze01,151,22	/*To No.1-24*/
prt_maze01,74,97,0	warp	mazewarp5126	1,1,prt_maze01,71,11	/*To No.1-22*/
prt_maze01,45,104,0	warp	mazewarp5127	1,1,prt_maze01,63,128	/*To No.1-7*/
// 1st Floor No.13
prt_maze01,105,114,0	warp	mazewarp5128	1,1,prt_maze01,111,145	/*To No.1-8?*/
prt_maze01,114,95,0	warp	mazewarp5129	1,1,prt_maze01,14,48	/*To No.1-16*/
prt_maze01,85,97,0	warp	mazewarp5130	1,1,prt_maze01,63,128	/*To No.1-7*/
// 1st Floor No.14
prt_maze01,142,114,0	warp	mazewarp5131	1,1,prt_maze01,23,128	/*To No.1-6*/
prt_maze01,125,105,0	warp	mazewarp5132	1,1,prt_maze01,14,48	/*To No.1-16*/
// 1st Floor No.15
prt_maze01,182,85,0	warp	mazewarp5133	1,1,prt_maze01,58,48	/*To No.1-17*/
prt_maze01,194,94,0	warp	mazewarp5134	1,1,prt_maze01,58,191	/*To No.1-2*/
prt_maze01,168,94,0	warp	mazewarp5135	1,1,prt_maze01,191,139	/*To No.1-10*/
// 1st Floor No.16
prt_maze01,14,74,0	warp	mazewarp5136	1,1,prt_maze01,151,22	/*To No.1-24*/
prt_maze01,14,45,0	warp	mazewarp5137	1,1,mjolnir_12,44,21
prt_maze01,5,58,0	warp	mazewarp5138	1,1,prt_maze01,48,104	/*To No.1-12*/
// 1st Floor No.17
prt_maze01,74,74,0	warp	mazewarp5139	1,1,prt_maze01,58,191	/*To No.1-2*/
prt_maze01,52,45,0	warp	mazewarp5140	1,1,prt_maze01,139,48	/*To No.1-19*/
// 1st Floor No.18
prt_maze01,104,74,0	warp	mazewarp5141	1,1,prt_maze01,14,48	/*To No.1-16*/
prt_maze01,96,45,0	warp	mazewarp5142	1,1,prt_maze01,63,128	/*To No.1-7*/
prt_maze01,114,56,0	warp	mazewarp5143	1,1,prt_maze01,176,8	/*To No.1-25*/
prt_maze01,85,56,0	warp	mazewarp5144	1,1,prt_maze01,105,111	/*To No.1-13*/
// 1st Floor No.19
prt_maze01,137,74,0	warp	mazewarp5145	1,1,prt_maze01,182,88	/*To No.1-15*/
prt_maze01,139,45,0	warp	mazewarp5146	1,1,prt_maze01,71,11	/*To No.1-22*/
// 1st Floor No.20
prt_maze01,177,74,0	warp	mazewarp5147	1,1,prt_fild01,136,368
prt_maze01,175,45,0	warp	mazewarp5148	1,1,prt_maze01,58,48	/*To No.1-17*/
prt_maze01,194,54,0	warp	mazewarp5149	1,1,prt_maze01,99,31	/*To No.1-23*/
// 1st Floor No.21
prt_maze01,16,34,0	warp	mazewarp5150	1,1,prt_maze01,128,173	/*To No.1-4*/
prt_maze01,23,5,0	warp	mazewarp5151	1,1,prt_maze01,176,8	/*To No.1-25*/
// 1st Floor No.22
prt_maze01,54,5,0	warp	mazewarp5152	1,1,prt_maze01,128,173	/*To No.1-4*/
prt_maze01,74,12,0	warp	mazewarp5153	1,1,prt_maze01,58,48	/*To No.1-17*/
prt_maze01,45,21,0	warp	mazewarp5154	1,1,prt_maze01,142,111	/*To No.1-14*/
// 1st Floor No.23
prt_maze01,99,34,0	warp	mazewarp5155	1,1,prt_maze01,137,128	/*To No.1-9*/
prt_maze01,114,22,0	warp	mazewarp5156	1,1,prt_maze01,177,71	/*To No.1-20*/
prt_maze01,85,13,0	warp	mazewarp5157	1,1,prt_maze01,22,88	/*To No.1-11*/
//1st Floor No.24
prt_maze01,154,22,0	warp	mazewarp5158	1,1,prt_maze01,139,48	/*To No.1-19*/
// 1st Floor No.25
prt_maze01,176,34,0	warp	mazewarp5159	1,1,prt_maze01,8,186	/*To No.1-1*/
prt_maze01,176,5,0	warp	mazewarp5160	1,1,prt_maze01,137,128	/*To No.1-9*/
prt_maze01,194,15,0	warp	mazewarp5161	1,1,prt_maze01,52,48	/*To No.1-17*/
prt_maze01,165,22,0	warp	mazewarp5162	1,1,prt_maze01,63,128	/*To No.1-7*/
// 2nd Floor -------------------------------------------------------------------
prt_maze02,93,16,0	warp	mazewarp5201	1,1,prt_maze01,102,168	/*To No.1-3*/
prt_maze02,100,182,0	warp	mazewarp5202	1,1,prt_maze03,182,88	/*To No.3-15*/
// 3rd Floor No.01	-------------------------------------------------------------
prt_maze03,22,194,0	warp	mazewarp5301	1,1,prt_maze03,175,48	/*To No.3-20*/
prt_maze03,5,186,0	warp	mazewarp5302	1,1,prt_maze03,151,134	/*To No.3-9*/
//3rd Floor No.02
// 3rd Floor No.03
prt_maze03,102,165,0	warp	mazewarp5304	1,1,prt_maze03,137,71	/*To No.3-19*/
prt_maze03,85,174,0	warp	mazewarp5305	1,1,prt_maze03,14,47	/*To No.3-16*/
// 3rd Floor No.04
prt_maze03,154,181,0	warp	mazewarp5306	1,1,prt_maze03,139,48	/*To No.3-19*/
prt_maze03,125,171,0	warp	mazewarp5307	1,1,prt_maze03,105,111	/*To No.3-13*/
// 3rd Floor No.05
prt_maze03,175,165,0	warp	mazewarp5308	1,1,prt_maze03,71,12	/*To No.3-22*/
prt_maze03,194,175,0	warp	mazewarp5309	1,1,prt_maze03,191,139	/*To No.3-10*/
// 3rd Floor No.06
prt_maze03,18,154,0	warp	mazewarp5310	1,1,prt_maze03,48,21	/*To No.3-22*/
prt_maze03,23,125,0	warp	mazewarp5311	1,1,prt_maze03,177,71	/*To No.3-20*/
prt_maze03,5,140,0	warp	mazewarp5312	1,1,prt_maze03,111,56	/*To No.3-18*/
// 3rd Floor No.07
prt_maze03,54,154,0	warp	mazewarp5313	1,1,prt_maze03,142,111	/*To No.3-14*/
prt_maze03,63,125,0	warp	mazewarp5314	1,1,prt_maze03,88,97	/*To No.3-13*/
// 3rd Floor No.08
prt_maze03,98,154,0	warp	mazewarp5315	1,1,prt_maze03,99,31	/*To No.3-23*/
prt_maze03,114,145,0	warp	mazewarp5316	1,1,prt_maze03,168,22	/*To No.3-25*/
prt_maze03,85,146,0	warp	mazewarp5317	1,1,prt_maze03,22,88	/*To No.3-11*/
// 3rd Floor No.09
prt_maze03,137,125,0	warp	mazewarp5318	1,1,prt_maze03,71,71	/*To No.3-17*/
prt_maze03,154,134,0	warp	mazewarp5319	1,1,prt_maze03,8,186	/*To No.3-1*/
// 3rd Floor No.10
prt_maze03,194,139,0	warp	mazewarp5320	1,1,prt_maze03,191,175	/*To No.3-5*/
prt_maze03,166,139,0	warp	mazewarp5321	1,1,prt_maze03,63,88	/*To No.3-12*/
// 3rd Floor No.11
prt_maze03,17,114,0	warp	mazewarp5322	1,1,prt_maze03,128,105	/*To No.3-14*/
prt_maze03,22,85,0	warp	mazewarp5323	1,1,prt_maze03,88,146	/*To No.3-8*/
// 3rd Floor No.12
prt_maze03,63,114,0	warp	mazewarp5324	1,1,prt_maze03,14,71	/*To No.3-16*/
prt_maze03,63,85,0	warp	mazewarp5325	1,1,prt_maze03,169,139	/*To No.3-10*/
prt_maze03,74,97,0	warp	mazewarp5326	1,1,prt_maze03,54,8	/*To No.3-22*/
prt_maze03,45,104,0	warp	mazewarp5327	1,1,prt_maze03,96,48	/*To No.3-18*/
// 3rd Floor No.13
prt_maze03,105,114,0	warp	mazewarp5328	1,1,prt_maze03,128,171	/*To No.3-4*/
prt_maze03,114,95,0	warp	mazewarp5329	1,1,prt_maze03,176,8	/*To No.3-25*/
prt_maze03,85,97,0	warp	mazewarp5330	1,1,prt_maze03,63,128	/*To No.3-7*/
// 3rd Floor No.14
prt_maze03,142,114,0	warp	mazewarp5331	1,1,prt_maze03,54,151	/*To No.3-7*/
prt_maze03,125,105,0	warp	mazewarp5332	1,1,prt_maze03,58,191	/*To No.3-2*/
// 3rd Floor No.15
prt_maze03,182,85,0	warp	mazewarp5333	1,1,prt_maze02,100,179
prt_maze03,194,94,0	warp	mazewarp5334	1,1,prt_maze03,151,22	/*To No.3-24*/
prt_maze03,168,94,0	warp	mazewarp5335	1,1,prt_maze03,191,54	/*To No.3-20*/
// 3rd Floor No.16
prt_maze03,14,74,0	warp	mazewarp5336	1,1,prt_maze03,63,111	/*To No.3-12*/
prt_maze03,14,45,0	warp	mazewarp5337	1,1,prt_maze03,88,174	/*To No.3-3*/
prt_maze03,5,58,0	warp	mazewarp5338	1,1,prt_maze03,191,15	/*To No.3-25*/
// 3rd Floor No.17
prt_maze03,52,45,0	warp	mazewarp5340	1,1,prt_maze03,16,31	/*To No.3-21*/
// 3rd Floor No.18
prt_maze03,104,74,0	warp	mazewarp5341	1,1,prt_maze03,111,22	/*To No.3-23*/
prt_maze03,96,45,0	warp	mazewarp5342	1,1,prt_maze03,48,104	/*To No.3-12*/
prt_maze03,114,56,0	warp	mazewarp5343	1,1,prt_maze03,8,140	/*To No.3-6*/
prt_maze03,85,56,0	warp	mazewarp5344	1,1,prt_maze03,176,31	/*To No.3-25*/
// 3rd Floor No.19
prt_maze03,137,74,0	warp	mazewarp5345	1,1,prt_maze03,102,168	/*To No.3-3*/
// 3rd Floor No.20
prt_maze03,177,74,0	warp	mazewarp5347	1,1,prt_maze03,23,128	/*To No.3-6*/
prt_maze03,175,45,0	warp	mazewarp5348	1,1,prt_maze03,22,191	/*To No.3-1*/
prt_maze03,194,54,0	warp	mazewarp5349	1,1,prt_maze03,171,94	/*To No.3-15*/
// 3rd Floor No.21
prt_maze03,16,34,0	warp	mazewarp5350	1,1,prt_maze03,52,48	/*To No.3-17*/
prt_maze03,23,5,0	warp	mazewarp5351	1,1,prt_maze03,88,13	/*To No.3-23*/
// 3rd Floor No.22
prt_maze03,54,5,0	warp	mazewarp5352	1,1,prt_maze03,71,97	/*To No.3-12*/
prt_maze03,74,12,0	warp	mazewarp5353	1,1,prt_maze03,175,168	/*To No.3-5*/
prt_maze03,45,21,0	warp	mazewarp5354	1,1,prt_maze03,18,151	/*To No.3-6*/
// 3rd Floor No.23
prt_maze03,99,34,0	warp	mazewarp5355	1,1,prt_maze03,98,151	/*To No.3-8*/
prt_maze03,114,22,0	warp	mazewarp5356	1,1,prt_maze03,104,71	/*To No.3-18*/
prt_maze03,85,13,0	warp	mazewarp5357	1,1,prt_maze03,23,8	/*To No.3-21*/
// 3rd Floor No.24

// 3rd Floor No.25
prt_maze03,176,34,0	warp	mazewarp5359	1,1,prt_maze03,88,56	/*To No.3-18*/
prt_maze03,176,5,0	warp	mazewarp5360	1,1,prt_maze03,111,95	/*To No.3-13*/
prt_maze03,194,15,0	warp	mazewarp5361	1,1,prt_maze03,8,58	/*To No.3-16*/
prt_maze03,165,22,0	warp	mazewarp5362	1,1,prt_maze03,111,145	/*To No.3-8*/
				
//= Prontera Sewers ==============================================
prt_sewb1,135,248,0	warp	prts001	2,2,prt_fild05,274,208
prt_sewb1,188,247,0	warp	prts01	1,3,prt_sewb2,19,19
prt_sewb2,100,176,0	warp	prts02	4,2,prt_sewb2,140,28
prt_sewb2,140,24,0	warp	prts02-1	4,2,prt_sewb2,100,172
prt_sewb2,180,24,0	warp	prts03	4,2,prt_sewb3,180,169
prt_sewb2,19,12,0	warp	prts01-1	2,2,prt_sewb1,192,247
prt_sewb2,19,175,0	warp	prts04	4,2,prt_sewb2,60,28
prt_sewb2,60,24,0	warp	prts04-1	4,2,prt_sewb2,19,171
prt_sewb3,180,173,0	warp	prts03-1	4,2,prt_sewb2,180,28
